x1,y
70074,2699
70075,1850
70076,38999
70077,5200
70078,15800
70079,2000
70080,2850
70081,5750
70082,1950
70083,2349
70084,4600
70085,25700
70086,3489
70087,4499
70088,9000
70089,1950
70090,3200
70091,2850
70092,4500
70093,1350
70094,4100
70095,2500
70096,2650
70097,4690
70098,25500
70099,10999
70100,2499
70101,7500
70102,11000
70103,1300
70104,4300
70105,4700
70106,34000
70107,1900
70108,4500
70109,17900
70110,14950
70111,2000
70112,1950
70113,17490
70114,7000
70115,13900
70116,6000
70117,35900
70118,6490
70119,2450
70120,15950
70121,1900
70122,6000
70123,4900
70124,7000
70125,6449
70126,7600
70127,34500
70128,2900
70129,10900
70130,1650
70131,6500
70132,7300
70133,11900
70134,2999
70135,7750
70136,8499
70137,12600
70138,2000
70139,12990
70140,5000
70141,13500
70142,10490
70143,6190
70144,4750
70145,8300
70146,5600
70147,3690
70148,9450
70149,7900
70150,2900
70151,1600
70152,2850
70153,3300
70154,7300
70155,2700
70156,2700
70157,10650
70158,17149
70159,2550
70160,4400
70161,12490
70162,1500
70163,2499
70164,7100
70165,8599
70166,4800
70167,7490
70168,2900
70169,8750
70170,8300
70171,15500
70172,1760
70173,5800
70174,27000
70175,13150
70176,3390
70177,4450
70178,5199
70179,9700
70180,9400
70181,4590
70182,1250
70183,1750
70184,5950
70185,2190
70186,6500
70187,2500
70188,3900
70189,4650
70190,9850
70191,22800
70192,4500
70193,1450
70194,2400
70195,1600
70196,3850
70197,4200
70198,27500
70199,1350
70200,8499
70201,2399
70202,1100
70203,3950
70204,6399
70205,3300
70206,8500
70207,4100
70208,7200
70209,7200
70210,10000
70211,11000
70212,14750
70213,6990
70214,4950
70215,15200
70216,6990
70217,1200
70218,1650
70219,1200
70220,7249
70221,2990
70222,2990
70223,3400
70224,2800
70225,2999
70226,1700
70227,1199
70228,5900
70229,7150
70230,2000
70231,3050
70232,7200
70233,1200
70234,5999
70235,7100
70236,1500
70237,3490
70238,6400
70239,21900
70240,12749
70241,15990
70242,14000
70243,1649
70244,6990
70245,4300
70246,2100
70247,14599
70248,11950
70249,1550
70250,2600
70251,8990
70252,5699
70253,2800
70254,2000
70255,5300
70256,2777
70257,2800
70258,5000
70259,12200
70260,2999
70261,2100
70262,3995
70263,13400
70264,3699
70265,8000
70266,2500
70267,2400
70268,3499
70269,12900
70270,3500
70271,5250
70272,6490
70273,1700
70274,15000
70275,3250
70276,16600
70277,3500
70278,12100
70279,9299
70280,13500
70281,5200
70282,1500
70283,17199
70284,5800
70285,9250
70286,6300
70287,2200
70288,2300
70289,5990
70290,1500
70291,1700
70292,3400
70293,5990
70294,15950
70295,3450
70296,1998
70297,1200
70298,29000
70299,11550
70300,2200
70301,9900
70302,2599
70303,3000
70304,9200
70305,6300
70306,9500
70307,14600
70308,5500
70309,3500
70310,1200
70311,7000
70312,32500
70313,1499
70314,9900
70315,5200
70316,4500
70317,28500
70318,4000
70319,1740
70320,4750
70321,2700
70322,3800
70323,6950
70324,8500
70325,2000
70326,2699
70327,17299
70328,1100
70329,2999
70330,5000
70331,14250
70332,8990
70333,2900
70334,12000
70335,4400
70336,5500
70337,3800
70338,5500
70339,13999
70340,13000
70341,7350
70342,5700
70343,27000
70344,6999
70345,4800
70346,1800
70347,2280
70348,6300
70349,4900
70350,2600
70351,6475
70352,3850
70353,2200
70354,5490
70355,23900
70356,1699
70357,5500
70358,23499
70359,8700
70360,12700
70361,1690
70362,20500
70363,10599
70364,4999
70365,1999
70366,8390
70367,1490
70368,3333
70369,10999
70370,7250
70371,7999
70372,5000
70373,3660
70374,2990
70375,2190
70376,5850
70377,17950
70378,4199
70379,3200
70380,3600
70381,3000
70382,4999
70383,10390
70384,2600
70385,1500
70386,4300
70387,15900
70388,10000
70389,8500
70390,4599
70391,7800
70392,2000
70393,2500
70394,1900
70395,6500
70396,1200
70397,5780
70398,6800
70399,1700
70400,1049
70401,3950
70402,3333
70403,1650
70404,20990
70405,3999
70406,3999
70407,2500
70408,1900
70409,2250
70410,7950
70411,1600
70412,8200
70413,5900
70414,17999
70415,27900
70416,6950
70417,6899
70418,5990
70419,8500
70420,6500
70421,10990
70422,10000
70423,6800
70424,29000
70425,2450
70426,1300
70427,3999
70428,1450
70429,2100
70430,4990
70431,27500
70432,1700
70433,8900
70434,13900
70435,6000
70436,2500
70437,2999
70438,1300
70439,18990
70440,6999
70441,1900
70442,13990
70443,11950
70444,3750
70445,9500
70446,4000
70447,10000
70448,4300
70449,12500
70450,9200
70451,7900
70452,2300
70453,5650
70454,3600
70455,1200
70456,10900
70457,1299
70458,15599
70459,12750
70460,7750
70461,4999
70462,22999
70463,3250
70464,2990
70465,5600
70466,9500
70467,14850
70468,3450
70469,1799
70470,1750
70471,3300
70472,5300
70473,5500
70474,3999
70475,4250
70476,11000
70477,14999
70478,14400
70479,1499
70480,5900
70481,31500
70482,7800
70483,1190
70484,4400
70485,4500
70486,3999
70487,4800
70488,2500
70489,2500
70490,6200
70491,4250
70492,2500
70493,2300
70494,9990
70495,12999
70496,3999
70497,11449
70498,3200
70499,4800
70500,10500
70501,6800
70502,12000
70503,2650
70504,1200
70505,2200
70506,1200
70507,12000
70508,18500
70509,2799
70510,2990
70511,20000
70512,1850
70513,10900
70514,16900
70515,3399
70516,6450
70517,1550
70518,8200
70519,7450
70520,19900
70521,5300
70522,8800
70523,1900
70524,2800
70525,3800
70526,2450
70527,1500
70528,8700
70529,2900
70530,1499
70531,4349
70532,6650
70533,11000
70534,13300
70535,13650
70536,6500
70537,22000
70538,1650
70539,2199
70540,18950
70541,6599
70542,37700
70543,13850
70544,7700
70545,5600
70546,13900
70547,6500
70548,13200
70549,13450
70550,2990
70551,6700
70552,17800
70553,6350
70554,6700
70555,11100
70556,13999
70557,4500
70558,1900
70559,4290
70560,11000
70561,2400
70562,1199
70563,12000
70564,2099
70565,4599
70566,7500
70567,11500
70568,3700
70569,16000
70570,6750
70571,4950
70572,1300
70573,1200
70574,2700
70575,1450
70576,7300
70577,19950
70578,6700
70579,2950
70580,9750
70581,1400
70582,21299
70583,2500
70584,1700
70585,1550
70586,21900
70587,8900
70588,1400
70589,13500
70590,11500
70591,6300
70592,15900
70593,13500
70594,6850
70595,1080
70596,3999
70597,14500
70598,2600
70599,1500
70600,7200
70601,5600
70602,5500
70603,19500
70604,8750
70605,9999
70606,2150
70607,12999
70608,9000
70609,6899
70610,1700
70611,16400
70612,4900
70613,9900
70614,2800
70615,12300
70616,4699
70617,21200
70618,16300
70619,3650
70620,5999
70621,9500
70622,9990
70623,21500
70624,1200
70625,7500
70626,16300
70627,8490
70628,5950
70629,1150
70630,2450
70631,16500
70632,1500
70633,3450
70634,1100
70635,19999
70636,1500
70637,7250
70638,11900
70639,2399
70640,3700
70641,7000
70642,2540
70643,2500
70644,1599
70645,9950
70646,6450
70647,7200
70648,14500
70649,2390
70650,19900
70651,3500
70652,3350
70653,7700
70654,15000
70655,2379
70656,1400
70657,3900
70658,2900
70659,8400
70660,3099
70661,3900
70662,4499
70663,8550
70664,5999
70665,5750
70666,4700
70667,3200
70668,2800
70669,12000
70670,2400
70671,6999
70672,7300
70673,22500
70674,1499
70675,1500
70676,1450
70677,19500
70678,9800
70679,6500
70680,5790
70681,1700
70682,1550
70683,15999
70684,4700
70685,7100
70686,3300
70687,24950
70688,1200
70689,10300
70690,4444
70691,1150
70692,9290
70693,4999
70694,24990
70695,7990
70696,8900
70697,3890
70698,3190
70699,2800
70700,6580
70701,2000
70702,7000
70703,20480
70704,5400
70705,11500
70706,14899
70707,11000
70708,1200
70709,6999
70710,3333
70711,7200
70712,3299
70713,3499
70714,4499
70715,3750
70716,7390
70717,1690
70718,18600
70719,16700
70720,2300
70721,1400
70722,25900
70723,6200
70724,3500
70725,1350
70726,22900
70727,1490
70728,3999
70729,11500
70730,5700
70731,9450
70732,2390
70733,2950
70734,2900
70735,11500
70736,2000
70737,12950
70738,4500
70739,4100
70740,3950
70741,8200
70742,13850
70743,2800
70744,16300
70745,1250
70746,22000
70747,6500
70748,7190
70749,7490
70750,20500
70751,3700
70752,10200
70753,6500
70754,4400
70755,6999
70756,37500
70757,18990
70758,7200
70759,4900
70760,6499
70761,2500
70762,1400
70763,3700
70764,31000
70765,4155
70766,5000
70767,12990
70768,8200
70769,5500
70770,4490
70771,1699
70772,6290
70773,2500
70774,2500
70775,11490
70776,24500
70777,4600
70778,6000
70779,4100
70780,3100
70781,5799
70782,8900
70783,1400
70784,5500
70785,35000
70786,4500
70787,3500
70788,8799
70789,20800
70790,2400
70791,7500
70792,13999
70793,5400
70794,1550
70795,2950
70796,5500
70797,9500
70798,7999
70799,32900
70800,5800
70801,2750
70802,1299
70803,4800
70804,3999
70805,5900
70806,1199
70807,8700
70808,30999
70809,1600
70810,27500
70811,2800
70812,19000
70813,12000
70814,4599
70815,11950
70816,3100
70817,17500
70818,8700
70819,4800
70820,2000
70821,1699
70822,33900
70823,5000
70824,12200
70825,2500
70826,6500
70827,10400
70828,11500
70829,12000
70830,5950
70831,14300
70832,3950
70833,2900
70834,2500
70835,2850
70836,12000
70837,1950
70838,10800
70839,10990
70840,14900
70841,4250
70842,8990
70843,1500
70844,2999
70845,3400
70846,3999
70847,17000
70848,4995
70849,3000
70850,14000
70851,5999
70852,1310
70853,4300
70854,20000
70855,1200
70856,7500
70857,7300
70858,9000
70859,9500
70860,18500
70861,14600
70862,11500
70863,7990
70864,3000
70865,2490
70866,2700
70867,4400
70868,3290
70869,1150
70870,15500
70871,10900
70872,6300
70873,5100
70874,10899
70875,1550
70876,2950
70877,12495
70878,10499
70879,6200
70880,14999
70881,12990
70882,5290
70883,10500
70884,1500
70885,15490
70886,1200
70887,3100
70888,3650
70889,5299
70890,5500
70891,8000
70892,23490
70893,5500
70894,10800
70895,8700
70896,17500
70897,5299
70898,3999
70899,2750
70900,2650
70901,2500
70902,5700
70903,2500
70904,1999
70905,1650
70906,19800
70907,4900
70908,1350
70909,3250
70910,1250
70911,3800
70912,4150
70913,3700
70914,14500
70915,9900
70916,7200
70917,14500
70918,11200
70919,19500
70920,7980
70921,1990
70922,4550
70923,15600
70924,2000
70925,9900
70926,2200
70927,1099
70928,7549
70929,4999
70930,13500
70931,12690
70932,8800
70933,2650
70934,3250
70935,6500
70936,5550
70937,27999
70938,6650
70939,5800
70940,19600
70941,1999
70942,5999
70943,2700
70944,1800
70945,6880
70946,3999
70947,9000
70948,3300
70949,1699
70950,8800
70951,2300
70952,1800
70953,3200
70954,7500
70955,8200
70956,2750
70957,2500
70958,2800
70959,4199
70960,4990
70961,2200
70962,15999
70963,11850
70964,4390
70965,1850
70966,17900
70967,12500
70968,24500
70969,8950
70970,2000
70971,3500
70972,4999
70973,35500
70974,1800
70975,2200
70976,3400
70977,4550
70978,3300
70979,5350
70980,6800
70981,1150
70982,12900
70983,7700
70984,1550
70985,6950
70986,3500
70987,6500
70988,8850
70989,2700
70990,2700
70991,1850
70992,7000
70993,27499
70994,26900
70995,5450
70996,4000
70997,4500
70998,10700
70999,2500
71000,3200
71001,7900
71002,3800
71003,2700
71004,1900
71005,9200
71006,2190
71007,12990
71008,6500
71009,2699
71010,9000
71011,1800
71012,8400
71013,19500
71014,2600
71015,5999
71016,15500
71017,2499
71018,2400
71019,11799
71020,7150
71021,17900
71022,10700
71023,13500
71024,1590
71025,16900
71026,6500
71027,1950
71028,3949
71029,1488
71030,9999
71031,1850
71032,3000
71033,3200
71034,2500
71035,5600
71036,3800
71037,1500
71038,2899
71039,24499
71040,4800
71041,4700
71042,3500
71043,1800
71044,2000
71045,2250
71046,2350
71047,9499
71048,2800
71049,12900
71050,1350
71051,1250
71052,5450
71053,1990
71054,5740
71055,4500
71056,9500
71057,1200
71058,4100
71059,7000
71060,13500
71061,6000
71062,15000
71063,5900
71064,3799
71065,3700
71066,9500
71067,10999
71068,29500
71069,12500
71070,1650
71071,1800
71072,4990
71073,37000
71074,9299
71075,3940
71076,12499
71077,3150
71078,26999
71079,1850
71080,2450
71081,1590
71082,3995
71083,1100
71084,4990
71085,4900
71086,4990
71087,10500
71088,11500
71089,23500
71090,5500
71091,6900
71092,2199
71093,3888
71094,7900
71095,10400
71096,3800
71097,8499
71098,2250
71099,7990
71100,4600
71101,12949
71102,1600
71103,9900
71104,5450
71105,5950
71106,12950
71107,8150
71108,18900
71109,2200
71110,17990
71111,6500
71112,1200
71113,1799
71114,4500
71115,1890
71116,1500
71117,7990
71118,7000
71119,3400
71120,7400
71121,3700
71122,4299
71123,4700
71124,9900
71125,1200
71126,5590
71127,3757
71128,4500
71129,1960
71130,1700
71131,2900
71132,1400
71133,11599
71134,13990
71135,1250
71136,3200
71137,9990
71138,1350
71139,1960
71140,9000
71141,9999
71142,13900
71143,6900
71144,1999
71145,11500
71146,4800
71147,4999
71148,1500
71149,1700
71150,1500
71151,17500
71152,1175
71153,6999
71154,16990
71155,18500
71156,15500
71157,2000
71158,1444
71159,18900
71160,6990
71161,3390
71162,1550
71163,2299
71164,2799
71165,3940
71166,1350
71167,15400
71168,2150
71169,1650
71170,9950
71171,23990
71172,8600
71173,4500
71174,2100
71175,2550
71176,12500
71177,7800
71178,3000
71179,14390
71180,3350
71181,8990
71182,1950
71183,1650
71184,1550
71185,4299
71186,1444
71187,12999
71188,1250
71189,1700
71190,8990
71191,8900
71192,4950
71193,12000
71194,2390
71195,7490
71196,5400
71197,3200
71198,24149
71199,7250
71200,5999
71201,1900
71202,3555
71203,1550
71204,3500
71205,1500
71206,4499
71207,5490
71208,7599
71209,2400
71210,13999
71211,14850
71212,9300
71213,2700
71214,10900
71215,10998
71216,1450
71217,17780
71218,5250
71219,3699
71220,11090
71221,2499
71222,2150
71223,4950
71224,2750
71225,15500
71226,19400
71227,1200
71228,2499
71229,2999
71230,7990
71231,12500
71232,9000
71233,29990
71234,2500
71235,5800
71236,10300
71237,3250
71238,9500
71239,2490
71240,3100
71241,15000
71242,13200
71243,3000
71244,1500
71245,10590
71246,10529
71247,1500
71248,3350
71249,22499
71250,4800
71251,1150
71252,4450
71253,23900
71254,25950
71255,1100
71256,5450
71257,2800
71258,28900
71259,4495
71260,15990
71261,1099
71262,7999
71263,17900
71264,3200
71265,10900
71266,3700
71267,2600
71268,15999
71269,23500
71270,11800
71271,8900
71272,2200
71273,7690
71274,18200
71275,2300
71276,10500
71277,3500
71278,7700
71279,4990
71280,7950
71281,2200
71282,1999
71283,14200
71284,19990
71285,4250
71286,14699
71287,8790
71288,16500
71289,2000
71290,1750
71291,7800
71292,2200
71293,4700
71294,9200
71295,4999
71296,1600
71297,6650
71298,7400
71299,21500
71300,2450
71301,7999
71302,11200
71303,1800
71304,2300
71305,2700
71306,8280
71307,2800
71308,3800
71309,3000
71310,7200
71311,1300
71312,5000
71313,1350
71314,6999
71315,4500
71316,3300
71317,3600
71318,22500
71319,4000
71320,6250
71321,8000
71322,6850
71323,9850
71324,3200
71325,1299
71326,1450
71327,6250
71328,11500
71329,4799
71330,23000
71331,3200
71332,1450
71333,3999
71334,5900
71335,9450
71336,10999
71337,4999
71338,3200
71339,6500
71340,10500
71341,31900
71342,7500
71343,7850
71344,2950
71345,8500
71346,6950
71347,3500
71348,1300
71349,2100
71350,32750
71351,1650
71352,6000
71353,13489
71354,10000
71355,26500
71356,12200
71357,1100
71358,1750
71359,3300
71360,7700
71361,4800
71362,1200
71363,8700
71364,19500
71365,4999
71366,8799
71367,2699
71368,1600
71369,2000
71370,6400
71371,1350
71372,5500
71373,17999
71374,2950
71375,12500
71376,2000
71377,11490
71378,2900
71379,13950
71380,1400
71381,8888
71382,10500
71383,6950
71384,15900
71385,8450
71386,4500
71387,1799
71388,3300
71389,9500
71390,10999
71391,20800
71392,10750
71393,14000
71394,15500
71395,3500
71396,2000
71397,4899
71398,3000
71399,1300
71400,3500
71401,1900
71402,7199
71403,2700
71404,6000
71405,9500
71406,21900
71407,28856
71408,2600
71409,1600
71410,2499
71411,6200
71412,16600
71413,1480
71414,2200
71415,4250
71416,6990
71417,14555
71418,6500
71419,16800
71420,1750
71421,4400
71422,1500
71423,3750
71424,4500
71425,3800
71426,6500
71427,1650
71428,5900
71429,3300
71430,14900
71431,3450
71432,2599
71433,7600
71434,1150
71435,7200
71436,3900
71437,2750
71438,16800
71439,4000
71440,15000
71441,1800
71442,6290
71443,22900
71444,5700
71445,2850
71446,2990
71447,2300
71448,11200
71449,17400
71450,1700
71451,2750
71452,1850
71453,9800
71454,1750
71455,1900
71456,10900
71457,5500
71458,2999
71459,3600
71460,1800
71461,16500
71462,3100
71463,2350
71464,3500
71465,13500
71466,2400
71467,4500
71468,2299
71469,4590
71470,8900
71471,1300
71472,13700
71473,9750
71474,9500
71475,8799
71476,14500
71477,3700
71478,2600
71479,17900
71480,12800
71481,1350
71482,36500
71483,3600
71484,1300
71485,2700
71486,2990
71487,6450
71488,11500
71489,6700
71490,10499
71491,7400
71492,14990
71493,12500
71494,8500
71495,23900
71496,7450
71497,1800
71498,4500
71499,3800
71500,8599
71501,11500
71502,22000
71503,4400
71504,6900
71505,1050
71506,8000
71507,10990
71508,21900
71509,9850
71510,1450
71511,11500
71512,23800
71513,13200
71514,16390
71515,5450
71516,17200
71517,3200
71518,21500
71519,35800
71520,16500
71521,4200
71522,2600
71523,6800
71524,1980
71525,3000
71526,10500
71527,8499
71528,12490
71529,3400
71530,1390
71531,9950
71532,4000
71533,1990
71534,4000
71535,7000
71536,1450
71537,8499
71538,4200
71539,5450
71540,3900
71541,8750
71542,4100
71543,5950
71544,6999
71545,5800
71546,17500
71547,3200
71548,5200
71549,1550
71550,3450
71551,5500
71552,8950
71553,10900
71554,3500
71555,9800
71556,1350
71557,2950
71558,21699
71559,11760
71560,1700
71561,3690
71562,1400
71563,4200
71564,16900
71565,11900
71566,22498
71567,2200
71568,1290
71569,2150
71570,5700
71571,23900
71572,6400
71573,11500
71574,14500
71575,7350
71576,17999
71577,2150
71578,6500
71579,10900
71580,25700
71581,6700
71582,1600
71583,9410
71584,1500
71585,2350
71586,2250
71587,2200
71588,6700
71589,6900
71590,9800
71591,3990
71592,1350
71593,4350
71594,11499
71595,13000
71596,2500
71597,15000
71598,3600
71599,3999
71600,3900
71601,1550
71602,3400
71603,7900
71604,7800
71605,7600
71606,3100
71607,13200
71608,14990
71609,6800
71610,1350
71611,6000
71612,14500
71613,1300
71614,5450
71615,5900
71616,12000
71617,2850
71618,8500
71619,6800
71620,11999
71621,19800
71622,15700
71623,14950
71624,5500
71625,2450
71626,4500
71627,4999
71628,17499
71629,7500
71630,21490
71631,3990
71632,1700
71633,3100
71634,9750
71635,11980
71636,3790
71637,3750
71638,3500
71639,19000
71640,4900
71641,14750
71642,2999
71643,28900
71644,3000
71645,8750
71646,1499
71647,7750
71648,2450
71649,3000
71650,29980
71651,4250
71652,5299
71653,8900
71654,8500
71655,7900
71656,8200
71657,11499
71658,9450
71659,8300
71660,2000
71661,3700
71662,3000
71663,3800
71664,2390
71665,3399
71666,4200
71667,14500
71668,39200
71669,5900
71670,12999
71671,4290
71672,4900
71673,1349
71674,6200
71675,2300
71676,3300
71677,15290
71678,26500
71679,2000
71680,1200
71681,12500
71682,15900
71683,22500
71684,9999
71685,5500
71686,7290
71687,1850
71688,15000
71689,6400
71690,1999
71691,8400
71692,2800
71693,3950
71694,12900
71695,4999
71696,9999
71697,2750
71698,5900
71699,2400
71700,3000
71701,6699
71702,4400
71703,7500
71704,25500
71705,7900
71706,5000
71707,3300
71708,2320
71709,17780
71710,4400
71711,8700
71712,25000
71713,6990
71714,3850
71715,17500
71716,4999
71717,1099
71718,17500
71719,10900
71720,13495
71721,36500
71722,5950
71723,5600
71724,18200
71725,14780
71726,23950
71727,6450
71728,6499
71729,6800
71730,8500
71731,4850
71732,3450
71733,3300
71734,30333
71735,15990
71736,2200
71737,4500
71738,25850
71739,5900
71740,3600
71741,24500
71742,1950
71743,4900
71744,1700
71745,2250
71746,10700
71747,3000
71748,1999
71749,4900
71750,2400
71751,5350
71752,1600
71753,7900
71754,2850
71755,2000
71756,20900
71757,2750
71758,12500
71759,6950
71760,26400
71761,8500
71762,11950
71763,2799
71764,11990
71765,12500
71766,3410
71767,1200
71768,3650
71769,18499
71770,6800
71771,6300
71772,17200
71773,4450
71774,5450
71775,2150
71776,3450
71777,4800
71778,4850
71779,2600
71780,20250
71781,4444
71782,1400
71783,5200
71784,24750
71785,14200
71786,21300
71787,4790
71788,1900
71789,3000
71790,8299
71791,4390
71792,7000
71793,11999
71794,1100
71795,1150
71796,19900
71797,1250
71798,21800
71799,4000
71800,2999
71801,2200
71802,4200
71803,9999
71804,3200
71805,4200
71806,15999
71807,7999
71808,1450
71809,15800
71810,13500
71811,4899
71812,4700
71813,16000
71814,12490
71815,33500
71816,6800
71817,3700
71818,9199
71819,11600
71820,4450
71821,3000
71822,13500
71823,5350
71824,9900
71825,6300
71826,3500
71827,6500
71828,7950
71829,7250
71830,7000
71831,4290
71832,22400
71833,16990
71834,1500
71835,2990
71836,13900
71837,20500
71838,1190
71839,1300
71840,22750
71841,3900
71842,3400
71843,4200
71844,2300
71845,3950
71846,13499
71847,2500
71848,15900
71849,23000
71850,4700
71851,1350
71852,3800
71853,7499
71854,1300
71855,9200
71856,12999
71857,6500
71858,35200
71859,17690
71860,17990
71861,9400
71862,8200
71863,9500
71864,7400
71865,28000
71866,10950
71867,15500
71868,2699
71869,3100
71870,4320
71871,1599
71872,2500
71873,2200
71874,11000
71875,2999
71876,10650
71877,4200
71878,4400
71879,18700
71880,19900
71881,12750
71882,1850
71883,7000
71884,3500
71885,3000
71886,13800
71887,3850
71888,5700
71889,2650
71890,1300
71891,1900
71892,5300
71893,22500
71894,2500
71895,3900
71896,6000
71897,1500
71898,5250
71899,2800
71900,8700
71901,4999
71902,5000
71903,6990
71904,12999
71905,27000
71906,8500
71907,16990
71908,3500
71909,2500
71910,2850
71911,4750
71912,3900
71913,6990
71914,4500
71915,32990
71916,3400
71917,11950
71918,20990
71919,12500
71920,3600
71921,13500
71922,2499
71923,5950
71924,4200
71925,3499
71926,33500
71927,3499
71928,5100
71929,1800
71930,1999
71931,4700
71932,2250
71933,1500
71934,15290
71935,25499
71936,2600
71937,2450
71938,1800
71939,6250
71940,1800
71941,2999
71942,1399
71943,1790
71944,4500
71945,5950
71946,3300
71947,12100
71948,2000
71949,1250
71950,20500
71951,4999
71952,14999
71953,6500
71954,8500
71955,9999
71956,5600
71957,24490
71958,9800
71959,3000
71960,1350
71961,9999
71962,27500
71963,7650
71964,3300
71965,3900
71966,5500
71967,1500
71968,6800
71969,5350
71970,11450
71971,23400
71972,2499
71973,17450
71974,6300
71975,4300
71976,2222
71977,7499
71978,1990
71979,2300
71980,9599
71981,1400
71982,1499
71983,2000
71984,15995
71985,3000
71986,3200
71987,1400
71988,2800
71989,10500
71990,4500
71991,1850
71992,5200
71993,14990
71994,5500
71995,3990
71996,1500
71997,3999
71998,3500
71999,4750
72000,19999
72001,11200
72002,11500
72003,9500
72004,17900
72005,2500
72006,1400
72007,4950
72008,7350
72009,19900
72010,5800
72011,7500
72012,7000
72013,2000
72014,12000
72015,2450
72016,6300
72017,1650
72018,2199
72019,2400
72020,3500
72021,4300
72022,16499
72023,15450
72024,5900
72025,23250
72026,3700
72027,6299
72028,6300
72029,1650
72030,7052
72031,4200
72032,13600
72033,10000
72034,37690
72035,15500
72036,7990
72037,4999
72038,17499
72039,1990
72040,3799
72041,11999
72042,9799
72043,3200
72044,6950
72045,2950
72046,15000
72047,8900
72048,14990
72049,31950
72050,1800
72051,5000
72052,10500
72053,15500
72054,6390
72055,8600
72056,6480
72057,7999
72058,5700
72059,12499
72060,3990
72061,1100
72062,11000
72063,1999
72064,1599
72065,3200
72066,11200
72067,10999
72068,1600
72069,7600
72070,3500
72071,6900
72072,1990
72073,1100
72074,13200
72075,1800
72076,4790
72077,3000
72078,1100
72079,4500
72080,12700
72081,20500
72082,2500
72083,10800
72084,3500
72085,3799
72086,4300
72087,1400
72088,2250
72089,12980
72090,1100
72091,10500
72092,5300
72093,7250
72094,3950
72095,20900
72096,8500
72097,5950
72098,8000
72099,5500
72100,3150
72101,8450
72102,8500
72103,17699
72104,1880
72105,11500
72106,18000
72107,19500
72108,5950
72109,2699
72110,1450
72111,3300
72112,10490
72113,2750
72114,9800
72115,2200
72116,11900
72117,19500
72118,19800
72119,5000
72120,32999
72121,3800
72122,3333
72123,2299
72124,2550
72125,1100
72126,6840
72127,3990
72128,7800
72129,1990
72130,2700
72131,10600
72132,7399
72133,10500
72134,12850
72135,3350
72136,23200
72137,4900
72138,6099
72139,3000
72140,4900
72141,3200
72142,4500
72143,1200
72144,35000
72145,4150
72146,33999
72147,7359
72148,3000
72149,3800
72150,3900
72151,1200
72152,14399
72153,5500
72154,25000
72155,15999
72156,1300
72157,7500
72158,2199
72159,21990
72160,12850
72161,3500
72162,4500
72163,10990
72164,4100
72165,12800
72166,13990
72167,2000
72168,1650
72169,5950
72170,1150
72171,16400
72172,16950
72173,39200
72174,2200
72175,2750
72176,2500
72177,5399
72178,20790
72179,6800
72180,2599
72181,9000
72182,6650
72183,5999
72184,7000
72185,7800
72186,1399
72187,11900
72188,2350
72189,8500
72190,11500
72191,16999
72192,11500
72193,2777
72194,6890
72195,2450
72196,20900
72197,9750
72198,6500
72199,7199
72200,1200
72201,5900
72202,3100
72203,12500
72204,5690
72205,4100
72206,8950
72207,1599
72208,1690
72209,2290
72210,7950
72211,2800
72212,7200
72213,6200
72214,9800
72215,14500
72216,13400
72217,6850
72218,3800
72219,9990
72220,7700
72221,10900
72222,25750
72223,16500
72224,1550
72225,6450
72226,1199
72227,18999
72228,2150
72229,1990
72230,25900
72231,3700
72232,12100
72233,2500
72234,5299
72235,6500
72236,4250
72237,3200
72238,6800
72239,8490
72240,5999
72241,4600
72242,3200
72243,6699
72244,38890
72245,3500
72246,4799
72247,24999
72248,3100
72249,5450
72250,5900
72251,3500
72252,4000
72253,3499
72254,1999
72255,7350
72256,1750
72257,1600
72258,7500
72259,5249
72260,1350
72261,6490
72262,14900
72263,32500
72264,13000
72265,24900
72266,3250
72267,4500
72268,11500
72269,5500
72270,7777
72271,11000
72272,9900
72273,5790
72274,3500
72275,2850
72276,2750
72277,13500
72278,1150
72279,12500
72280,4799
72281,1550
72282,8800
72283,9800
72284,3500
72285,1750
72286,1600
72287,14950
72288,23800
72289,8650
72290,4950
72291,10350
72292,9500
72293,5500
72294,8000
72295,1699
72296,8999
72297,19400
72298,19500
72299,4100
72300,2900
72301,1149
72302,1250
72303,2000
72304,7999
72305,2500
72306,27500
72307,3500
72308,10950
72309,4950
72310,12999
72311,2500
72312,10999
72313,23800
72314,4000
72315,4850
72316,1450
72317,8100
72318,10500
72319,4200
72320,8900
72321,7100
72322,5500
72323,6550
72324,9500
72325,2000
72326,3200
72327,16800
72328,21500
72329,4999
72330,3000
72331,8100
72332,15500
72333,2999
72334,6000
72335,6990
72336,3300
72337,29900
72338,3950
72339,13600
72340,16500
72341,10300
72342,4800
72343,4799
72344,14990
72345,6450
72346,4999
72347,1800
72348,5490
72349,10000
72350,29900
72351,4900
72352,3150
72353,2300
72354,7999
72355,5200
72356,2900
72357,1499
72358,2390
72359,1590
72360,3666
72361,7500
72362,4250
72363,2150
72364,4200
72365,3400
72366,5140
72367,18900
72368,2860
72369,3300
72370,15550
72371,29999
72372,3800
72373,4600
72374,1350
72375,2380
72376,3800
72377,9900
72378,1050
72379,4950
72380,1900
72381,9200
72382,2790
72383,4100
72384,4600
72385,1700
72386,8250
72387,4200
72388,2100
72389,10900
72390,4900
72391,4200
72392,35900
72393,1250
72394,1390
72395,7750
72396,18499
72397,3899
72398,2500
72399,20499
72400,3500
72401,11200
72402,13800
72403,19790
72404,13500
72405,12000
